,id,title,categories,abstract,doi,created,updated,authors,pdf_url
10,2007.02519,fluid: a unified evaluation framework for flexible sequential data,cs.cv cs.lg,"modern ml methods excel when training data is iid, large-scale, and well labeled. learning in less ideal conditions remains an open challenge. the sub-fields of few-shot, continual, transfer, and representation learning have made substantial strides in learning under adverse conditions; each affording distinct advantages through methods and insights. these methods address different challenges such as data arriving sequentially or scarce training examples, however often the difficult conditions an ml system will face over its lifetime cannot be anticipated prior to deployment. therefore, general ml systems which can handle the many challenges of learning in practical settings are needed. to foster research towards the goal of general ml methods, we introduce a new unified evaluation framework - fluid (flexible sequential data). fluid integrates the objectives of few-shot, continual, transfer, and representation learning while enabling comparison and integration of techniques across these subfields. in fluid, a learner faces a stream of data and must make sequential predictions while choosing how to update itself, adapt quickly to novel classes, and deal with changing data distributions; while accounting for the total amount of compute. we conduct experiments on a broad set of methods which shed new insight on the advantages and limitations of current solutions and indicate new research problems to solve. as a starting point towards more general methods, we present two new baselines which outperform other evaluated methods on fluid. project page: https://raivn.cs.washington.edu/projects/fluid/.",,2020-07-06,2023-04-10,"['matthew wallingford', 'aditya kusupati', 'keivan alizadeh-vahid', 'aaron walsman', 'aniruddha kembhavi', 'ali farhadi']",https://arxiv.org/pdf/2007.02519.pdf
11,2008.01468,on feature relevance uncertainty: a monte carlo dropout sampling   approach,cs.lg stat.ml,"understanding decisions made by neural networks is key for the deployment of intelligent systems in real world applications. however, the opaque decision making process of these systems is a disadvantage where interpretability is essential. many feature-based explanation techniques have been introduced over the last few years in the field of machine learning to better understand decisions made by neural networks and have become an important component to verify their reasoning capabilities. however, existing methods do not allow statements to be made about the uncertainty regarding a feature's relevance for the prediction. in this paper, we introduce monte carlo relevance propagation (mcrp) for feature relevance uncertainty estimation. a simple but powerful method based on monte carlo estimation of the feature relevance distribution to compute feature relevance uncertainty scores that allow a deeper understanding of a neural network's perception and reasoning.",10.5281/zenodo.3970396,2020-08-04,2023-04-11,"['kai fischer', 'jonas schneider']",https://arxiv.org/pdf/2008.01468.pdf
12,2009.04131,sok: certified robustness for deep neural networks,cs.lg cs.cr stat.ml,"great advances in deep neural networks (dnns) have led to state-of-the-art performance on a wide range of tasks. however, recent studies have shown that dnns are vulnerable to adversarial attacks, which have brought great concerns when deploying these models to safety-critical applications such as autonomous driving. different defense approaches have been proposed against adversarial attacks, including: a) empirical defenses, which can usually be adaptively attacked again without providing robustness certification; and b) certifiably robust approaches, which consist of robustness verification providing the lower bound of robust accuracy against any attacks under certain conditions and corresponding robust training approaches. in this paper, we systematize certifiably robust approaches and related practical and theoretical implications and findings. we also provide the first comprehensive benchmark on existing robustness verification and training approaches on different datasets. in particular, we 1) provide a taxonomy for the robustness verification and training approaches, as well as summarize the methodologies for representative algorithms, 2) reveal the characteristics, strengths, limitations, and fundamental connections among these approaches, 3) discuss current research progresses, theoretical barriers, main challenges, and future directions for certifiably robust approaches for dnns, and 4) provide an open-sourced unified platform to evaluate 20+ representative certifiably robust approaches.",,2020-09-09,2023-04-12,"['linyi li', 'tao xie', 'bo li']",https://arxiv.org/pdf/2009.04131.pdf
13,2010.11642,the role of mutual information in variational classifiers,stat.ml cs.lg,"overfitting data is a well-known phenomenon related with the generation of a model that mimics too closely (or exactly) a particular instance of data, and may therefore fail to predict future observations reliably. in practice, this behaviour is controlled by various--sometimes heuristics--regularization techniques, which are motivated by developing upper bounds to the generalization error. in this work, we study the generalization error of classifiers relying on stochastic encodings trained on the cross-entropy loss, which is often used in deep learning for classification problems. we derive bounds to the generalization error showing that there exists a regime where the generalization error is bounded by the mutual information between input features and the corresponding representations in the latent space, which are randomly generated according to the encoding distribution. our bounds provide an information-theoretic understanding of generalization in the so-called class of variational classifiers, which are regularized by a kullback-leibler (kl) divergence term. these results give theoretical grounds for the highly popular kl term in variational inference methods that was already recognized to act effectively as a regularization penalty. we further observe connections with well studied notions such as variational autoencoders, information dropout, information bottleneck and boltzmann machines. finally, we perform numerical experiments on mnist and cifar datasets and show that mutual information is indeed highly representative of the behaviour of the generalization error.",,2020-10-22,2023-04-13,"['matias vera', 'leonardo rey vega', 'pablo piantanida']",https://arxiv.org/pdf/2010.11642.pdf
14,2011.05001,mmd-regularized unbalanced optimal transport,cs.lg math.oc,"we study the unbalanced optimal transport (uot) problem, where the marginal constraints are enforced using maximum mean discrepancy (mmd) regularization. our study is motivated by the observation that existing works on uot have mainly focused on regularization based on $\phi$-divergence (e.g., kl). the role of mmd, which belongs to the complementary family of integral probability metrics (ipms), as a regularizer in the context of uot seems to be less understood. our main result is based on fenchel duality, using which we are able to study the properties of mmd-regularized uot (mmd-uot). one interesting outcome of this duality result is that mmd-uot induces a novel metric over measures, which again belongs to the ipm family. further, we present finite-sample-based convex programs for estimating mmd-uot and the corresponding barycenter. under mild conditions, we prove that our convex-program-based estimators are consistent, and the estimation error decays at a rate $\mathcal{o}\left(m^{-\frac{1}{2}}\right)$, where $m$ is the number of samples from the source/target measures. finally, we discuss how these convex programs can be solved efficiently using (accelerated) projected gradient descent. we conduct diverse experiments to show that mmd-uot is a promising alternative to $\phi$-divergence-regularized uot in machine learning applications.",,2020-11-10,2023-04-11,"['piyushi manupriya', 'j. saketha nath', 'pratik jawanpuria']",https://arxiv.org/pdf/2011.05001.pdf
15,2012.08443,strong overall error analysis for the training of artificial neural   networks via random initializations,cs.lg cs.na math.na math.st stat.th,"although deep learning based approximation algorithms have been applied very successfully to numerous problems, at the moment the reasons for their performance are not entirely understood from a mathematical point of view. recently, estimates for the convergence of the overall error have been obtained in the situation of deep supervised learning, but with an extremely slow rate of convergence. in this note we partially improve on these estimates. more specifically, we show that the depth of the neural network only needs to increase much slower in order to obtain the same rate of approximation. the results hold in the case of an arbitrary stochastic optimization algorithm with i.i.d.\ random initializations.",10.1007/s40304-022-00292-9,2020-12-15,,"['arnulf jentzen', 'adrian riekert']",https://arxiv.org/pdf/2012.08443.pdf
16,2012.14331,a method to integrate and classify normal distributions,stat.ml cs.cv cs.lg,"univariate and multivariate normal probability distributions are widely used when modeling decisions under uncertainty. computing the performance of such models requires integrating these distributions over specific domains, which can vary widely across models. besides some special cases, there exist no general analytical expressions, standard numerical methods or software for these integrals. here we present mathematical results and open-source software that provide (i) the probability in any domain of a normal in any dimensions with any parameters, (ii) the probability density, cumulative distribution, and inverse cumulative distribution of any function of a normal vector, (iii) the classification errors among any number of normal distributions, the bayes-optimal discriminability index and relation to the operating characteristic, (iv) dimension reduction and visualizations for such problems, and (v) tests for how reliably these methods may be used on given data. we demonstrate these tools with vision research applications of detecting occluding objects in natural scenes, and detecting camouflage.",,2020-12-23,2023-04-12,"['abhranil das', 'wilson s geisler']",https://arxiv.org/pdf/2012.14331.pdf
17,2101.11156,fundamental limits and algorithms for sparse linear regression with   sublinear sparsity,cs.it cs.lg math.it stat.ml,"we establish exact asymptotic expressions for the normalized mutual information and minimum mean-square-error (mmse) of sparse linear regression in the sub-linear sparsity regime. our result is achieved by a generalization of the adaptive interpolation method in bayesian inference for linear regimes to sub-linear ones. a modification of the well-known approximate message passing algorithm to approach the mmse fundamental limit is also proposed, and its state evolution is rigorously analyzed. our results show that the traditional linear assumption between the signal dimension and number of observations in the replica and adaptive interpolation methods is not necessary for sparse signals. they also show how to modify the existing well-known amp algorithms for linear regimes to sub-linear ones.",,2021-01-26,2023-04-08,['lan v. truong'],https://arxiv.org/pdf/2101.11156.pdf
18,2102.10205,cknet: a convolutional neural network based on koopman operator for   modeling latent dynamics from pixels,eess.sy cs.lg cs.sy,"with the development of end-to-end control based on deep learning, it is important to study new system modeling techniques to realize dynamics modeling with high-dimensional inputs. in this paper, a novel koopman-based deep convolutional network, called cknet, is proposed to identify latent dynamics from raw pixels. cknet learns an encoder and decoder to play the role of the koopman eigenfunctions and modes, respectively. the koopman eigenvalues can be approximated by eigenvalues of the learned state transition matrix. the deterministic convolutional koopman network (dcknet) and the variational convolutional koopman network (vcknet) are proposed to span some subspace for approximating the koopman operator respectively. because cknet is trained under the constraints of the koopman theory, the identified latent dynamics is in a linear form and has good interpretability. besides, the state transition and control matrices are trained as trainable tensors so that the identified dynamics is also time-invariant. we also design an auxiliary weight term for reducing multi-step linearity and prediction losses. experiments were conducted on two offline trained and four online trained nonlinear forced dynamical systems with continuous action spaces in gym and mujoco environment respectively, and the results show that identified dynamics are adequate for approximating the latent dynamics and generating clear images. especially for offline trained cases, this work confirms cknet from a novel perspective that we visualize the evolutionary processes of the latent states and the koopman eigenfunctions with dcknet and vcknet separately to each task based on the same episode and results demonstrate that different approaches learn similar features in shapes.",10.1049/cit2.12149,2021-02-19,2021-07-27,"['yongqian xiao', 'xin xu', 'qianli lin']",https://arxiv.org/pdf/2102.10205.pdf
19,2102.12736,time-series imputation with wasserstein interpolation for optimal   look-ahead-bias and variance tradeoff,stat.ml cs.lg,"missing time-series data is a prevalent practical problem. imputation methods in time-series data often are applied to the full panel data with the purpose of training a model for a downstream out-of-sample task. for example, in finance, imputation of missing returns may be applied prior to training a portfolio optimization model. unfortunately, this practice may result in a look-ahead-bias in the future performance on the downstream task. there is an inherent trade-off between the look-ahead-bias of using the full data set for imputation and the larger variance in the imputation from using only the training data. by connecting layers of information revealed in time, we propose a bayesian posterior consensus distribution which optimally controls the variance and look-ahead-bias trade-off in the imputation. we demonstrate the benefit of our methodology both in synthetic and real financial data.",,2021-02-25,2023-04-11,"['jose blanchet', 'fernando hernandez', 'viet anh nguyen', 'markus pelger', 'xuhui zhang']",https://arxiv.org/pdf/2102.12736.pdf
20,2102.13008,gaze regularized imitation learning: learning continuous control from   human gaze,cs.lg cs.hc cs.ro,"approaches for teaching learning agents via human demonstrations have been widely studied and successfully applied to multiple domains. however, the majority of imitation learning work utilizes only behavioral information from the demonstrator, i.e. which actions were taken, and ignores other useful information. in particular, eye gaze information can give valuable insight towards where the demonstrator is allocating visual attention, and holds the potential to improve agent performance and generalization. in this work, we propose gaze regularized imitation learning (gril), a novel context-aware, imitation learning architecture that learns concurrently from both human demonstrations and eye gaze to solve tasks where visual attention provides important context. we apply gril to a visual navigation task, in which an unmanned quadrotor is trained to search for and navigate to a target vehicle in a photorealistic simulated environment. we show that gril outperforms several state-of-the-art gaze-based imitation learning algorithms, simultaneously learns to predict human visual attention, and generalizes to scenarios not present in the training data. supplemental videos can be found at project https://sites.google.com/view/gaze-regularized-il/ and code at https://github.com/ravikt/gril.",,2021-02-25,2023-04-07,"['ravi kumar thakur', 'md-nazmus samin sunbeam', 'vinicius g. goecks', 'ellen novoseller', 'ritwik bera', 'vernon j. lawhern', 'gregory m. gremillion', 'john valasek', 'nicholas r. waytowich']",https://arxiv.org/pdf/2102.13008.pdf
21,2104.03408,nanosecond machine learning event classification with boosted decision   trees in fpga for high energy physics,hep-ex cs.lg physics.ins-det,"we present a novel implementation of classification using the machine learning / artificial intelligence method called boosted decision trees (bdt) on field programmable gate arrays (fpga). the firmware implementation of binary classification requiring 100 training trees with a maximum depth of 4 using four input variables gives a latency value of about 10 ns, independent of the clock speed from 100 to 320 mhz in our setup. the low timing values are achieved by restructuring the bdt layout and reconfiguring its parameters. the fpga resource utilization is also kept low at a range from 0.01% to 0.2% in our setup. a software package called fwxmachina achieves this implementation. our intended user is an expert of custom electronics-based trigger systems in high energy physics experiments or anyone that needs decisions at the lowest latency values for real-time event classification. two problems from high energy physics are considered, in the separation of electrons vs. photons and in the selection of vector boson fusion-produced higgs bosons vs. the rejection of the multijet processes.",10.1088/1748-0221/16/08/p08016,2021-04-07,2021-08-17,"['tae min hong', 'benjamin carlson', 'brandon eubanks', 'stephen racz', 'stephen roche', 'joerg stelzer', 'daniel stumpp']",https://arxiv.org/pdf/2104.03408.pdf
22,2104.08736,stochastic optimization of areas under precision-recall curves with   provable convergence,cs.lg cs.ai cs.cv math.oc,"areas under roc (auroc) and precision-recall curves (auprc) are common metrics for evaluating classification performance for imbalanced problems. compared with auroc, auprc is a more appropriate metric for highly imbalanced datasets. while stochastic optimization of auroc has been studied extensively, principled stochastic optimization of auprc has been rarely explored. in this work, we propose a principled technical method to optimize auprc for deep learning. our approach is based on maximizing the averaged precision (ap), which is an unbiased point estimator of auprc. we cast the objective into a sum of {\it dependent compositional functions} with inner functions dependent on random variables of the outer level. we propose efficient adaptive and non-adaptive stochastic algorithms named soap with {\it provable convergence guarantee under mild conditions} by leveraging recent advances in stochastic compositional optimization. extensive experimental results on image and graph datasets demonstrate that our proposed method outperforms prior methods on imbalanced problems in terms of auprc. to the best of our knowledge, our work represents the first attempt to optimize auprc with provable convergence. the soap has been implemented in the libauc library at~\url{https://libauc.org/}.",,2021-04-18,2023-04-12,"['qi qi', 'youzhi luo', 'zhao xu', 'shuiwang ji', 'tianbao yang']",https://arxiv.org/pdf/2104.08736.pdf
23,2104.09439,vec2gc -- a graph based clustering method for text representations,cs.ir cs.lg,"nlp pipelines with limited or no labeled data, rely on unsupervised methods for document processing. unsupervised approaches typically depend on clustering of terms or documents. in this paper, we introduce a novel clustering algorithm, vec2gc (vector to graph communities), an end-to-end pipeline to cluster terms or documents for any given text corpus. our method uses community detection on a weighted graph of the terms or documents, created using text representation learning. vec2gc clustering algorithm is a density based approach, that supports hierarchical clustering as well.",,2021-04-15,2023-04-12,"['rajesh n rao', 'manojit chakraborty']",https://arxiv.org/pdf/2104.09439.pdf
24,2104.13094,detection of fake users in smps using nlp and graph embeddings,cs.lg,"social media platforms (smps) like facebook, twitter, instagram etc. have large user base all around the world that generates huge amount of data every second. this includes a lot of posts by fake and spam users, typically used by many organisations around the globe to have competitive edge over others. in this work, we aim at detecting such user accounts in twitter using a novel approach. we show how to distinguish between genuine and spam accounts in twitter using a combination of graph representation learning and natural language processing techniques.",10.1109/comsnets53615.2022.9668371,2021-04-27,,"['manojit chakraborty', 'shubham das', 'radhika mamidi']",https://arxiv.org/pdf/2104.13094.pdf
25,2104.14839,the factual inconsistency problem in abstractive text summarization: a   survey,cs.cl,"recently, various neural encoder-decoder models pioneered by seq2seq framework have been proposed to achieve the goal of generating more abstractive summaries by learning to map input text to output text. at a high level, such neural models can freely generate summaries without any constraint on the words or phrases used. moreover, their format is closer to human-edited summaries and output is more readable and fluent. however, the neural model's abstraction ability is a double-edged sword. a commonly observed problem with the generated summaries is the distortion or fabrication of factual information in the article. this inconsistency between the original text and the summary has caused various concerns over its applicability, and the previous evaluation methods of text summarization are not suitable for this issue. in response to the above problems, the current research direction is predominantly divided into two categories, one is to design fact-aware evaluation metrics to select outputs without factual inconsistency errors, and the other is to develop new summarization systems towards factual consistency. in this survey, we focus on presenting a comprehensive review of these fact-specific evaluation methods and text summarization models.",,2021-04-30,2023-04-10,"['yichong huang', 'xiachong feng', 'xiaocheng feng', 'bing qin']",https://arxiv.org/pdf/2104.14839.pdf
26,2105.01244,regret-optimal lqr control,math.oc cs.lg cs.sy eess.sy,"we consider the infinite-horizon lqr control problem. motivated by competitive analysis in online learning, as a criterion for controller design we introduce the dynamic regret, defined as the difference between the lqr cost of a causal controller (that has only access to past disturbances) and the lqr cost of the \emph{unique} clairvoyant one (that has also access to future disturbances) that is known to dominate all other controllers. the regret itself is a function of the disturbances, and we propose to find a causal controller that minimizes the worst-case regret over all bounded energy disturbances. the resulting controller has the interpretation of guaranteeing the smallest regret compared to the best non-causal controller that can see the future. we derive explicit formulas for the optimal regret and for the regret-optimal controller for the state-space setting. these explicit solutions are obtained by showing that the regret-optimal control problem can be reduced to a nehari extension problem that can be solved explicitly. the regret-optimal controller is shown to be linear and can be expressed as the sum of the classical $h_2$ state-feedback law and an $n$-th order controller ($n$ is the state dimension), and its construction simply requires a solution to the standard lqr riccati equation and two lyapunov equations. simulations over a range of plants demonstrate that the regret-optimal controller interpolates nicely between the $h_2$ and the $h_\infty$ optimal controllers, and generally has $h_2$ and $h_\infty$ costs that are simultaneously close to their optimal values. the regret-optimal controller thus presents itself as a viable option for control systems design.",,2021-05-03,2023-04-13,"['oron sabag', 'gautam goel', 'sahin lale', 'babak hassibi']",https://arxiv.org/pdf/2105.01244.pdf
27,2105.13431,an offline risk-aware policy selection method for bayesian markov   decision processes,cs.lg cs.ai cs.sy eess.sy,"in offline model learning for planning and in offline reinforcement learning, the limited data set hinders the estimate of the value function of the relative markov decision process (mdp). consequently, the performance of the obtained policy in the real world is bounded and possibly risky, especially when the deployment of a wrong policy can lead to catastrophic consequences. for this reason, several pathways are being followed with the scope of reducing the model error (or the distributional shift between the learned model and the true one) and, more broadly, obtaining risk-aware solutions with respect to model uncertainty. but when it comes to the final application which baseline should a practitioner choose? in an offline context where computational time is not an issue and robustness is the priority we propose exploitation vs caution (evc), a paradigm that (1) elegantly incorporates model uncertainty abiding by the bayesian formalism, and (2) selects the policy that maximizes a risk-aware objective over the bayesian posterior between a fixed set of candidate policies provided, for instance, by the current baselines. we validate evc with state-of-the-art approaches in different discrete, yet simple, environments offering a fair variety of mdp classes. in the tested scenarios evc manages to select robust policies and hence stands out as a useful tool for practitioners that aim to apply offline planning and reinforcement learning solvers in the real world.",,2021-05-27,2023-04-11,"['giorgio angelotti', 'nicolas drougard', 'caroline ponzoni carvalho chanel']",https://arxiv.org/pdf/2105.13431.pdf
